Kecamatan,Kamar Tidur,Kamar Mandi,Luas Tanah (m²),Luas Bangunan (m²),Sertifikat,Daya Listrik (watt),Ruang Makan,Ruang Tamu,Kondisi Perabotan,Jumlah Lantai,Hadap,Terjangkau Internet,Lebar Jalan (m),Sumber Air,Hook,Kondisi Properti,Aksesibilitas,NJOP (Rp/m²),Tingkat Keamanan,Sewa per Bulan (Rp),Jenis Zona
Asemrowo,4,4,65,30,AJB,1300,1,1,Unfurnished,2,Utara,Ya,3,Sumur,Ya,Baru,Dekat Sekolah,168853,1,8150000,Komersial
Asemrowo,6,4,593,284,SHM,4400,1,2,Semi-Furnished,2,Barat,Ya,6,Sumur,Tidak,Butuh Renovasi,Dekat Sekolah,169566,5,107850000,Perumahan
Asemrowo,4,4,275,317,HGB,4400,2,1,Unfurnished,2,Utara,Tidak,10,PDAM,Ya,Baru,Dekat Pusat Kota,177363,4,159700000,Komersial
Asemrowo,5,2,81,72,HGB,1300,0,2,Furnished,2,Barat,Ya,11,PDAM,Ya,Butuh Renovasi,Dekat Jalan Raya,170342,2,16900000,Komersial
Asemrowo,6,2,542,231,SHM,4400,0,2,Unfurnished,2,Selatan,Tidak,4,Sumur,Tidak,Butuh Renovasi,Dekat Pusat Kota,155054,5,60500000,Perumahan
Asemrowo,4,3,103,45,AJB,900,0,1,Unfurnished,1,Timur,Tidak,7,Sumur,Tidak,Baru,Dekat Pusat Kota,168500,2,10850000,Campuran
Asemrowo,5,4,180,55,AJB,1300,0,2,Furnished,3,Selatan,Tidak,9,PDAM,Tidak,Baru,Dekat Sekolah,170952,5,24850000,Campuran
Asemrowo,3,3,137,33,SHM,1300,0,2,Semi-Furnished,1,Utara,Tidak,4,Sumur,Tidak,Baru,Dekat Sekolah,167878,3,7950000,Campuran
Asemrowo,3,1,162,65,AJB,1300,0,1,Furnished,1,Timur,Tidak,4,Sumur,Tidak,Bagus,Dekat Sekolah,167472,3,12400000,Perumahan
Benowo,4,1,416,412,HGB,5500,1,2,Furnished,1,Selatan,Tidak,9,Sumur,Ya,Baru,Dekat Jalan Raya,165725,5,128400000,Campuran
Benowo,5,4,522,621,SHM,6600,2,2,Semi-Furnished,3,Barat,Ya,8,PDAM,Tidak,Bagus,Dekat Sekolah,192041,5,426100000,Campuran
Benowo,4,3,332,185,HGB,1300,1,2,Unfurnished,2,Selatan,Tidak,7,Sumur,Ya,Butuh Renovasi,Dekat Sekolah,163001,5,32950000,Perumahan
Benowo,1,1,271,260,SHM,4400,2,2,Semi-Furnished,1,Utara,Tidak,2,Sumur,Ya,Baru,Dekat Jalan Raya,145754,5,53750000,Campuran
Benowo,1,1,152,115,HGB,2200,1,0,Furnished,1,Selatan,Tidak,11,Sumur,Ya,Bagus,Dekat Sekolah,143377,2,16700000,Komersial
Benowo,1,2,483,455,SHM,4400,2,2,Unfurnished,1,Barat,Ya,9,PDAM,Ya,Baru,Dekat Jalan Raya,160886,5,85150000,Perumahan
Benowo,1,3,199,104,SHM,2200,0,1,Semi-Furnished,2,Selatan,Ya,4,Sumur,Tidak,Bagus,Dekat Jalan Raya,147067,2,18350000,Campuran
Benowo,2,1,205,186,HGB,1300,0,0,Semi-Furnished,1,Utara,Tidak,10,Sumur,Tidak,Baru,Dekat Pusat Kota,152063,5,38400000,Campuran
Benowo,3,1,169,195,SHM,2200,1,2,Furnished,3,Selatan,Ya,9,Air Tanah,Tidak,Baru,Dekat Pusat Kota,173909,4,76650000,Komersial
Benowo,5,4,589,276,SHM,4400,2,0,Semi-Furnished,1,Timur,Tidak,2,Air Tanah,Ya,Baru,Dekat Jalan Raya,175682,5,120750000,Komersial
Benowo,2,1,185,57,HGB,1300,1,2,Semi-Furnished,1,Timur,Ya,2,Sumur,Ya,Baru,Dekat Pusat Kota,150971,2,10550000,Campuran
Benowo,3,4,313,368,AJB,4400,1,2,Semi-Furnished,3,Selatan,Tidak,3,PDAM,Tidak,Bagus,Dekat Sekolah,175275,4,157000000,Komersial
Benowo,1,3,580,149,SHM,2200,1,1,Semi-Furnished,3,Utara,Ya,11,PDAM,Ya,Bagus,Dekat Sekolah,155774,5,40350000,Perumahan
Benowo,6,4,183,217,AJB,2200,1,2,Unfurnished,2,Utara,Ya,12,Air Tanah,Ya,Butuh Renovasi,Dekat Sekolah,146673,4,59150000,Komersial
Benowo,3,3,265,278,AJB,4400,0,0,Semi-Furnished,1,Utara,Ya,6,Sumur,Tidak,Baru,Dekat Sekolah,168874,5,71300000,Campuran
Benowo,1,3,294,322,HGB,4400,0,2,Furnished,3,Selatan,Tidak,7,PDAM,Tidak,Baru,Dekat Sekolah,148586,5,126650000,Komersial
Benowo,6,2,482,479,HGB,4400,0,2,Furnished,1,Barat,Tidak,8,PDAM,Tidak,Baru,Dekat Pusat Kota,157699,5,263150000,Komersial
Benowo,4,1,324,175,HGB,1300,1,0,Unfurnished,1,Selatan,Tidak,2,Air Tanah,Tidak,Butuh Renovasi,Dekat Pusat Kota,171664,4,26650000,Campuran
Benowo,2,2,227,318,SHM,4400,0,2,Unfurnished,3,Barat,Tidak,12,Sumur,Tidak,Bagus,Dekat Sekolah,154749,5,84900000,Campuran
Benowo,4,3,286,213,HGB,3500,1,0,Furnished,1,Selatan,Tidak,11,Air Tanah,Tidak,Baru,Dekat Pusat Kota,164691,5,69500000,Perumahan
Benowo,4,4,412,94,HGB,900,0,2,Furnished,3,Utara,Ya,6,Sumur,Tidak,Butuh Renovasi,Dekat Jalan Raya,146852,3,29350000,Perumahan
Benowo,2,3,205,45,AJB,900,1,1,Furnished,2,Utara,Tidak,3,Sumur,Tidak,Butuh Renovasi,Dekat Pusat Kota,164199,1,9650000,Campuran
Benowo,3,3,101,34,SHM,1300,2,2,Unfurnished,2,Selatan,Tidak,9,Air Tanah,Ya,Butuh Renovasi,Dekat Jalan Raya,157602,3,5150000,Campuran
Benowo,5,1,207,269,AJB,4400,0,1,Unfurnished,3,Barat,Tidak,2,Air Tanah,Ya,Butuh Renovasi,Dekat Sekolah,171178,5,69800000,Komersial
Benowo,5,3,239,55,SHM,1300,0,1,Unfurnished,3,Utara,Tidak,3,PDAM,Tidak,Butuh Renovasi,Dekat Pusat Kota,157628,2,16050000,Campuran
Benowo,5,3,248,141,AJB,1300,0,1,Semi-Furnished,1,Barat,Ya,2,Sumur,Ya,Butuh Renovasi,Dekat Sekolah,161457,4,23600000,Campuran
Benowo,4,4,55,34,HGB,900,1,0,Furnished,1,Barat,Ya,5,Air Tanah,Ya,Baru,Dekat Jalan Raya,151094,2,8950000,Perumahan
Benowo,5,4,238,332,AJB,2200,0,0,Unfurnished,2,Selatan,Ya,12,PDAM,Tidak,Baru,Dekat Jalan Raya,171939,5,111850000,Perumahan
Benowo,3,4,177,186,AJB,2200,0,0,Furnished,1,Utara,Tidak,3,PDAM,Ya,Butuh Renovasi,Dekat Jalan Raya,154140,5,37200000,Komersial
Benowo,1,1,170,219,HGB,4400,0,0,Unfurnished,3,Timur,Tidak,8,Sumur,Tidak,Bagus,Dekat Sekolah,162038,5,43050000,Komersial
Benowo,4,1,464,338,SHM,3500,0,0,Semi-Furnished,2,Barat,Ya,10,Air Tanah,Tidak,Butuh Renovasi,Dekat Jalan Raya,156750,5,77600000,Campuran
Benowo,2,3,109,174,SHM,1300,0,1,Unfurnished,2,Timur,Tidak,7,Sumur,Tidak,Baru,Dekat Jalan Raya,170648,5,45400000,Komersial
Benowo,2,1,281,70,SHM,1300,1,1,Furnished,1,Utara,Ya,10,Sumur,Tidak,Butuh Renovasi,Dekat Jalan Raya,155505,3,9850000,Campuran
Bubutan,4,1,577,57,AJB,1300,2,0,Unfurnished,2,Utara,Ya,10,PDAM,Ya,Butuh Renovasi,Dekat Sekolah,244064,2,12700000,Campuran
Bubutan,3,4,134,84,HGB,1300,0,1,Furnished,1,Selatan,Ya,4,Air Tanah,Tidak,Bagus,Dekat Pusat Kota,230158,5,37950000,Campuran
Bubutan,6,2,489,231,HGB,2200,2,2,Semi-Furnished,2,Utara,Ya,9,PDAM,Tidak,Baru,Dekat Jalan Raya,276315,5,140150000,Perumahan
Bubutan,2,4,458,389,SHM,4400,0,0,Furnished,3,Selatan,Tidak,8,Sumur,Ya,Bagus,Dekat Sekolah,270836,5,242000000,Perumahan
Bubutan,2,3,478,442,SHM,4400,0,1,Furnished,3,Timur,Ya,5,Sumur,Tidak,Baru,Dekat Sekolah,260649,4,403300000,Komersial
Bubutan,1,3,55,73,SHM,1300,0,0,Furnished,1,Barat,Tidak,8,PDAM,Ya,Baru,Dekat Jalan Raya,244533,4,22050000,Campuran
Bubutan,5,3,232,249,SHM,3500,1,2,Furnished,1,Barat,Tidak,5,PDAM,Tidak,Butuh Renovasi,Dekat Jalan Raya,268040,4,133250000,Komersial
Bubutan,4,4,566,149,AJB,2200,2,2,Furnished,3,Utara,Tidak,7,Sumur,Tidak,Butuh Renovasi,Dekat Jalan Raya,275302,4,91700000,Komersial
Bubutan,5,2,514,536,HGB,4400,0,0,Unfurnished,2,Timur,Ya,3,Sumur,Tidak,Bagus,Dekat Jalan Raya,268704,4,287200000,Perumahan
Bubutan,3,4,351,145,AJB,2200,2,2,Furnished,3,Barat,Tidak,6,PDAM,Tidak,Bagus,Dekat Sekolah,253085,5,95600000,Komersial
Bubutan,3,4,490,131,HGB,1300,2,0,Furnished,1,Utara,Ya,8,Sumur,Tidak,Baru,Dekat Sekolah,267743,4,77600000,Komersial
Bubutan,4,3,237,56,SHM,1300,1,2,Furnished,1,Utara,Tidak,9,Air Tanah,Tidak,Butuh Renovasi,Dekat Jalan Raya,250274,3,15050000,Perumahan
Bubutan,3,1,216,253,SHM,4400,2,0,Semi-Furnished,1,Selatan,Tidak,11,Sumur,Tidak,Baru,Dekat Jalan Raya,273491,5,111700000,Komersial
Bubutan,2,1,286,232,AJB,4400,1,2,Semi-Furnished,3,Barat,Ya,4,Sumur,Tidak,Bagus,Dekat Pusat Kota,235858,5,92000000,Campuran
Bubutan,3,2,322,355,HGB,3500,1,2,Furnished,2,Barat,Ya,10,PDAM,Tidak,Baru,Dekat Sekolah,247238,4,184550000,Perumahan
Bubutan,1,4,575,182,AJB,2200,0,1,Semi-Furnished,1,Barat,Ya,9,Air Tanah,Tidak,Butuh Renovasi,Dekat Pusat Kota,229337,4,49800000,Campuran
Bubutan,2,1,302,47,HGB,900,2,0,Semi-Furnished,2,Timur,Ya,10,Sumur,Tidak,Baru,Dekat Pusat Kota,245189,3,15150000,Perumahan
Bubutan,4,3,517,46,SHM,900,1,2,Semi-Furnished,2,Barat,Tidak,4,Air Tanah,Ya,Baru,Dekat Jalan Raya,229483,4,27500000,Campuran
Bubutan,3,3,379,185,SHM,2200,1,1,Unfurnished,1,Utara,Ya,4,Sumur,Ya,Baru,Dekat Pusat Kota,237836,5,83150000,Perumahan
Bubutan,2,1,366,222,AJB,2200,1,1,Unfurnished,1,Selatan,Tidak,4,PDAM,Tidak,Butuh Renovasi,Dekat Pusat Kota,267559,5,44150000,Perumahan
Bubutan,4,1,96,44,SHM,1300,2,1,Unfurnished,1,Barat,Tidak,7,PDAM,Ya,Baru,Dekat Jalan Raya,220848,2,13900000,Campuran
Bubutan,5,2,277,168,HGB,1300,1,0,Unfurnished,2,Selatan,Ya,8,Sumur,Ya,Baru,Dekat Pusat Kota,230842,4,87450000,Campuran
Bubutan,5,3,573,586,SHM,4400,2,1,Semi-Furnished,1,Selatan,Ya,12,Air Tanah,Tidak,Butuh Renovasi,Dekat Sekolah,278146,4,247700000,Perumahan
Bubutan,1,1,482,300,AJB,3500,0,0,Furnished,3,Selatan,Ya,9,Sumur,Ya,Baru,Dekat Jalan Raya,258583,4,150750000,Perumahan
Bubutan,4,1,568,186,AJB,1300,2,0,Semi-Furnished,2,Utara,Ya,2,PDAM,Tidak,Baru,Dekat Pusat Kota,275417,5,96750000,Komersial
Bubutan,5,2,155,193,HGB,2200,0,2,Unfurnished,3,Utara,Ya,3,Air Tanah,Tidak,Baru,Dekat Sekolah,256656,5,120950000,Komersial
Bubutan,3,3,130,225,SHM,4400,1,0,Semi-Furnished,3,Selatan,Tidak,5,PDAM,Ya,Butuh Renovasi,Dekat Pusat Kota,259583,5,96250000,Komersial
Bubutan,6,1,232,97,HGB,900,1,2,Semi-Furnished,3,Selatan,Tidak,7,PDAM,Ya,Bagus,Dekat Pusat Kota,228019,4,45550000,Perumahan
Bubutan,4,3,189,84,AJB,900,1,2,Semi-Furnished,3,Barat,Tidak,11,PDAM,Ya,Bagus,Dekat Sekolah,269644,5,37000000,Campuran
Bubutan,2,2,251,260,SHM,4400,2,1,Unfurnished,3,Barat,Tidak,4,Sumur,Ya,Bagus,Dekat Jalan Raya,258286,5,100750000,Komersial
Bubutan,5,4,546,315,AJB,3500,2,0,Semi-Furnished,2,Utara,Ya,3,PDAM,Tidak,Butuh Renovasi,Dekat Pusat Kota,270548,5,192700000,Komersial
Bubutan,3,4,224,45,HGB,900,0,2,Unfurnished,3,Utara,Ya,6,PDAM,Tidak,Baru,Dekat Sekolah,221119,3,23500000,Komersial
Bubutan,1,4,219,163,SHM,2200,0,1,Furnished,2,Barat,Ya,7,Air Tanah,Tidak,Bagus,Dekat Pusat Kota,251788,5,80650000,Perumahan
Bulak,5,3,482,377,AJB,4400,1,0,Semi-Furnished,3,Timur,Tidak,4,Air Tanah,Ya,Baru,Dekat Jalan Raya,183150,5,214550000,Campuran
Bulak,5,2,515,417,AJB,5500,2,0,Furnished,1,Barat,Ya,12,Air Tanah,Ya,Baru,Dekat Pusat Kota,208042,5,269000000,Komersial
Bulak,4,1,171,61,AJB,900,1,1,Furnished,2,Timur,Ya,9,Air Tanah,Tidak,Baru,Dekat Pusat Kota,194702,5,21250000,Komersial
Bulak,5,4,105,180,SHM,2200,1,0,Semi-Furnished,1,Timur,Tidak,12,Sumur,Tidak,Butuh Renovasi,Dekat Sekolah,207219,4,51450000,Komersial
Bulak,3,3,275,252,HGB,3500,1,1,Furnished,3,Barat,Ya,5,Air Tanah,Tidak,Baru,Dekat Jalan Raya,182556,4,117450000,Perumahan
Bulak,5,3,54,106,HGB,1300,0,1,Furnished,1,Timur,Ya,10,Air Tanah,Ya,Butuh Renovasi,Dekat Pusat Kota,192521,4,26450000,Campuran
Bulak,3,4,111,55,SHM,1300,2,1,Furnished,3,Timur,Ya,4,PDAM,Ya,Baru,Dekat Jalan Raya,189615,5,24250000,Perumahan
Bulak,2,2,259,186,AJB,1300,1,2,Semi-Furnished,3,Timur,Tidak,10,Sumur,Ya,Bagus,Dekat Sekolah,175530,5,47050000,Perumahan
Bulak,2,4,300,230,HGB,2200,0,2,Unfurnished,2,Selatan,Ya,11,Sumur,Tidak,Butuh Renovasi,Dekat Jalan Raya,174686,5,55300000,Perumahan
Bulak,3,2,392,94,SHM,900,2,1,Furnished,1,Timur,Tidak,8,Air Tanah,Tidak,Bagus,Dekat Jalan Raya,173136,4,27500000,Komersial
Bulak,3,3,324,156,AJB,2200,2,0,Furnished,1,Selatan,Ya,4,PDAM,Ya,Baru,Dekat Sekolah,197153,5,50900000,Campuran
Bulak,5,4,52,87,SHM,1300,1,2,Unfurnished,2,Selatan,Ya,10,Air Tanah,Tidak,Bagus,Dekat Jalan Raya,178817,5,31100000,Perumahan
Bulak,5,3,61,64,AJB,900,2,2,Unfurnished,2,Barat,Ya,4,Air Tanah,Tidak,Butuh Renovasi,Dekat Pusat Kota,190054,3,13500000,Perumahan
Bulak,3,3,301,157,SHM,2200,1,2,Furnished,1,Selatan,Tidak,10,Air Tanah,Tidak,Bagus,Dekat Pusat Kota,203652,5,46250000,Perumahan
Bulak,1,2,481,299,AJB,4400,1,2,Unfurnished,2,Barat,Ya,7,Sumur,Ya,Butuh Renovasi,Dekat Sekolah,188207,5,52400000,Komersial
Bulak,1,1,453,152,HGB,2200,0,1,Furnished,3,Utara,Tidak,9,Air Tanah,Ya,Butuh Renovasi,Dekat Jalan Raya,203467,4,28650000,Campuran
Bulak,3,2,427,503,HGB,6600,1,1,Semi-Furnished,3,Utara,Tidak,5,Air Tanah,Tidak,Bagus,Dekat Sekolah,214486,5,280250000,Komersial
Bulak,2,1,95,162,SHM,2200,0,2,Unfurnished,2,Barat,Tidak,3,PDAM,Tidak,Baru,Dekat Jalan Raya,173334,5,36600000,Komersial
Bulak,6,4,442,80,SHM,900,2,2,Furnished,3,Selatan,Ya,4,Air Tanah,Ya,Baru,Dekat Jalan Raya,193623,5,60900000,Campuran
Bulak,5,1,40,122,AJB,2200,2,2,Unfurnished,1,Selatan,Ya,3,Air Tanah,Ya,Bagus,Dekat Sekolah,202669,3,23400000,Komersial
Bulak,3,1,325,310,SHM,4400,2,0,Furnished,2,Utara,Ya,3,Sumur,Tidak,Baru,Dekat Pusat Kota,194439,5,156650000,Komersial
Bulak,1,2,542,300,SHM,2200,1,0,Semi-Furnished,2,Barat,Tidak,11,Sumur,Tidak,Butuh Renovasi,Dekat Sekolah,214589,5,67800000,Campuran
Bulak,5,2,161,84,SHM,900,1,2,Unfurnished,2,Utara,Tidak,3,PDAM,Tidak,Butuh Renovasi,Dekat Sekolah,169814,3,18450000,Perumahan
Bulak,3,3,48,30,SHM,900,0,1,Unfurnished,1,Selatan,Ya,12,Air Tanah,Tidak,Bagus,Dekat Pusat Kota,177865,2,6750000,Komersial
Bulak,2,4,98,197,AJB,1300,1,0,Semi-Furnished,1,Barat,Tidak,5,PDAM,Ya,Baru,Dekat Sekolah,174808,5,49550000,Komersial
Bulak,2,3,143,121,HGB,1300,2,0,Semi-Furnished,2,Barat,Ya,10,Sumur,Ya,Baru,Dekat Pusat Kota,200724,5,42350000,Perumahan
Bulak,2,1,298,199,SHM,2200,2,1,Semi-Furnished,1,Timur,Tidak,3,Air Tanah,Ya,Baru,Dekat Jalan Raya,200412,5,56300000,Campuran
Bulak,5,4,145,182,AJB,1300,2,2,Furnished,1,Barat,Tidak,6,Air Tanah,Ya,Butuh Renovasi,Dekat Pusat Kota,185195,5,63750000,Komersial
Bulak,3,1,98,179,SHM,1300,0,2,Unfurnished,1,Utara,Tidak,8,PDAM,Ya,Bagus,Dekat Sekolah,174917,4,36250000,Perumahan
Bulak,1,1,208,288,SHM,2200,0,2,Semi-Furnished,2,Timur,Ya,6,PDAM,Ya,Bagus,Dekat Pusat Kota,198347,5,69050000,Perumahan
Bulak,1,2,159,173,AJB,2200,0,2,Unfurnished,1,Timur,Ya,7,Sumur,Ya,Butuh Renovasi,Dekat Pusat Kota,196197,5,26500000,Komersial
Bulak,3,2,520,456,HGB,4400,0,1,Furnished,1,Utara,Tidak,6,Sumur,Tidak,Baru,Dekat Sekolah,195854,4,195850000,Komersial
Bulak,4,2,444,342,SHM,2200,0,1,Unfurnished,3,Utara,Ya,7,Air Tanah,Tidak,Bagus,Dekat Pusat Kota,179103,4,198800000,Komersial
Dukuh Pakis,2,4,380,232,HGB,4400,0,1,Unfurnished,1,Selatan,Tidak,5,PDAM,Tidak,Bagus,Dekat Sekolah,236615,5,70950000,Perumahan
Dukuh Pakis,4,4,75,59,SHM,900,1,1,Furnished,3,Barat,Tidak,4,PDAM,Ya,Baru,Dekat Sekolah,232644,5,33850000,Campuran
Dukuh Pakis,4,2,183,196,AJB,1300,2,0,Semi-Furnished,3,Timur,Tidak,4,Sumur,Tidak,Butuh Renovasi,Dekat Sekolah,242055,5,64750000,Perumahan
Dukuh Pakis,3,1,252,214,HGB,4400,2,0,Furnished,2,Utara,Tidak,8,Sumur,Tidak,Bagus,Dekat Sekolah,228701,4,84050000,Campuran
Dukuh Pakis,4,4,587,117,AJB,2200,1,0,Semi-Furnished,2,Barat,Tidak,7,Sumur,Ya,Baru,Dekat Pusat Kota,248235,5,64700000,Campuran
Dukuh Pakis,5,3,70,47,HGB,1300,0,0,Unfurnished,1,Barat,Ya,2,PDAM,Tidak,Butuh Renovasi,Dekat Jalan Raya,215769,2,10550000,Komersial
Dukuh Pakis,5,2,380,267,AJB,3500,2,2,Unfurnished,2,Selatan,Tidak,7,PDAM,Ya,Butuh Renovasi,Dekat Pusat Kota,230652,4,101600000,Komersial
Dukuh Pakis,1,4,493,335,AJB,4400,1,1,Semi-Furnished,2,Barat,Ya,9,Air Tanah,Tidak,Bagus,Dekat Jalan Raya,230486,5,123300000,Campuran
Dukuh Pakis,3,2,76,139,AJB,2200,2,0,Unfurnished,1,Selatan,Tidak,3,Air Tanah,Tidak,Bagus,Dekat Jalan Raya,220443,5,32700000,Campuran
Dukuh Pakis,2,3,436,190,AJB,1300,0,0,Furnished,1,Timur,Ya,5,Air Tanah,Ya,Baru,Dekat Pusat Kota,215480,5,81050000,Komersial
Dukuh Pakis,6,4,53,83,HGB,900,1,0,Unfurnished,2,Selatan,Ya,6,PDAM,Tidak,Bagus,Dekat Pusat Kota,235656,5,43150000,Perumahan
Dukuh Pakis,2,1,284,45,HGB,900,0,1,Semi-Furnished,1,Selatan,Tidak,6,PDAM,Tidak,Baru,Dekat Jalan Raya,239766,1,9850000,Campuran
Dukuh Pakis,1,1,135,141,HGB,1300,0,0,Semi-Furnished,2,Selatan,Ya,3,Sumur,Ya,Baru,Dekat Jalan Raya,223640,5,36200000,Komersial
Dukuh Pakis,1,4,296,335,SHM,3500,1,0,Unfurnished,1,Selatan,Ya,9,PDAM,Tidak,Butuh Renovasi,Dekat Jalan Raya,236141,5,94350000,Komersial
Dukuh Pakis,1,3,189,246,AJB,2200,0,0,Semi-Furnished,1,Selatan,Tidak,3,PDAM,Tidak,Bagus,Dekat Sekolah,252400,4,74500000,Komersial
Dukuh Pakis,3,2,131,193,AJB,1300,2,2,Unfurnished,2,Barat,Ya,8,PDAM,Ya,Baru,Dekat Jalan Raya,215694,4,56150000,Campuran
Dukuh Pakis,6,3,252,315,AJB,4400,2,0,Unfurnished,3,Utara,Tidak,12,PDAM,Tidak,Bagus,Dekat Jalan Raya,255858,5,203100000,Campuran
Dukuh Pakis,1,3,168,88,HGB,900,1,1,Unfurnished,2,Utara,Tidak,7,PDAM,Tidak,Bagus,Dekat Pusat Kota,229653,5,28550000,Komersial
Dukuh Pakis,4,4,133,139,AJB,2200,0,2,Furnished,2,Utara,Ya,2,Sumur,Tidak,Butuh Renovasi,Dekat Sekolah,217593,4,55150000,Campuran
Dukuh Pakis,6,1,135,98,HGB,1300,1,0,Furnished,2,Timur,Ya,10,Air Tanah,Tidak,Butuh Renovasi,Dekat Pusat Kota,216264,4,38300000,Komersial
Dukuh Pakis,6,2,258,352,HGB,4400,2,1,Unfurnished,2,Selatan,Tidak,12,Air Tanah,Ya,Baru,Dekat Sekolah,248978,4,188800000,Perumahan
Dukuh Pakis,6,2,518,371,AJB,3500,1,0,Unfurnished,2,Selatan,Ya,5,Sumur,Tidak,Butuh Renovasi,Dekat Jalan Raya,245478,5,168850000,Komersial
Dukuh Pakis,2,3,223,103,AJB,2200,1,0,Unfurnished,1,Selatan,Tidak,12,PDAM,Tidak,Baru,Dekat Jalan Raya,241149,4,23850000,Perumahan
Dukuh Pakis,2,2,45,47,HGB,1300,0,2,Furnished,3,Barat,Tidak,9,PDAM,Tidak,Bagus,Dekat Sekolah,218795,3,17050000,Perumahan
